#ORDER,CNE_NAME,SYMBOL,START,STOP
2532,CRCNE00003034:CRCNE00003035,0,71,78
2533,CRCNE00003034:CRCNE00003035,2,276,283
2534,CRCNE00003034:CRCNE00003035,5,289,295
2535,CRCNE00003034:CRCNE00003035,A,336,341
2536,CRCNE00003038,F,13,18
2537,CRCNE00003038,B,15,20
2538,CRCNE00003042,Q,1,7
2539,CRCNE00003042,2,150,157
2540,CRCNE00003044,B,22,27
2541,CRCNE00003044,B,81,86
2542,CRCNE00003044,A,92,97
2543,CRCNE00003046,O,169,174
2544,CRCNE00003047,B,8,13
2545,CRCNE00003047,H,27,36
2546,CRCNE00003047,A,64,69
2547,CRCNE00003048,O,8,13
2548,CRCNE00003049,G,105,110
2549,CRCNE00003049,R,139,145
2550,CRCNE00003049,R,140,146
2551,CRCNE00003051:CRCNE00003052:CRCNE00003103,H,97,106
2552,CRCNE00003051:CRCNE00003052:CRCNE00003103,G,115,120
2553,CRCNE00003051:CRCNE00003052:CRCNE00003103,5,172,178
2554,CRCNE00003051:CRCNE00003052:CRCNE00003103,H,208,217
2555,CRCNE00003051:CRCNE00003052:CRCNE00003103,U,235,241
2556,CRCNE00003051:CRCNE00003052:CRCNE00003103,5,264,270
2557,CRCNE00003051:CRCNE00003052:CRCNE00003103,0,391,398
2558,CRCNE00003051:CRCNE00003052:CRCNE00003103,G,408,413
2559,CRCNE00003051:CRCNE00003052:CRCNE00003103,G,425,430
2560,CRCNE00003053,0,107,114
2561,CRCNE00003054,U,48,54
2562,CRCNE00003055:CRCNE00003056,U,23,29
2563,CRCNE00003055:CRCNE00003056,A,25,30
2564,CRCNE00003055:CRCNE00003056,B,61,66
2565,CRCNE00003055:CRCNE00003056,5,128,134
2566,CRCNE00003057:CRCNE00003058,0,40,47
2567,CRCNE00003057:CRCNE00003058,K,297,302
2568,CRCNE00003059,O,32,37
2569,CRCNE00003059,0,62,69
2570,CRCNE00003059,Q,158,164
2571,CRCNE00003061:CRCNE00003060,2,36,43
2572,CRCNE00003061:CRCNE00003060,R,45,51
2573,CRCNE00003062,G,90,95
2574,CRCNE00003062,A,271,276
2575,CRCNE00003062,G,289,294
2576,CRCNE00003063,5,37,43
2577,CRCNE00003064,O,3,8
2578,CRCNE00003064,M,61,67
2579,CRCNE00003064,G,173,178
2580,CRCNE00003064,U,217,223
2581,CRCNE00003065:CRCNE00003066,G,20,25
2582,CRCNE00003065:CRCNE00003066,H,22,31
2583,CRCNE00003065:CRCNE00003066,G,24,29
2584,CRCNE00003065:CRCNE00003066,B,29,34
2585,CRCNE00003065:CRCNE00003066,2,125,132
2586,CRCNE00003065:CRCNE00003066,G,149,154
2587,CRCNE00003065:CRCNE00003066,G,153,158
2588,CRCNE00003065:CRCNE00003066,G,193,198
2589,CRCNE00003065:CRCNE00003066,H,208,217
2590,CRCNE00003073:CRCNE00003074,K,137,142
2591,CRCNE00003077,K,44,49
2592,CRCNE00003087,M,22,28
2593,CRCNE00003091,H,21,30
2594,CRCNE00003094,D,55,62
2595,CRCNE00003094,K,57,62
2596,CRCNE00003094,A,60,65
2597,CRCNE00003094,U,61,67
2598,CRCNE00003099,Q,6,12
2599,CRCNE00003100,K,38,43
2600,CRCNE00003110:CRCNE00003183,H,5,14
2601,CRCNE00003110:CRCNE00003183,M,47,53
2602,CRCNE00003110:CRCNE00003183,0,87,94
2603,CRCNE00003110:CRCNE00003183,H,105,114
2604,CRCNE00003110:CRCNE00003183,2,108,115
2605,CRCNE00003113,F,21,26
2606,CRCNE00003120,M,17,23
2607,CRCNE00003120,0,23,30
2608,CRCNE00003131,2,18,25
2609,CRCNE00003131,H,97,106
2610,CRCNE00003131,0,164,171
2611,CRCNE00003131,0,216,223
2612,CRCNE00003133,0,63,70
2613,CRCNE00003133,0,83,90
2614,CRCNE00003133,M,89,95
2615,CRCNE00003133,J,234,241
2616,CRCNE00003133,A,385,390
2617,CRCNE00003153,G,36,41
2618,CRCNE00003154,2,19,26
2619,CRCNE00003163,A,9,14
2620,CRCNE00003163,B,12,17
2621,CRCNE00003163,5,39,45
2622,CRCNE00003164,K,10,15
2623,CRCNE00003164,A,93,98
2624,CRCNE00003164,B,173,178
2625,CRCNE00003164,E,224,230
2626,CRCNE00003164,A,235,240
2627,CRCNE00003165:CRCNE00003166,0,184,191
2628,CRCNE00003167:CRCNE00003168,0,22,29
2629,CRCNE00003167:CRCNE00003168,H,88,97
2630,CRCNE00003167:CRCNE00003168,G,90,95
2631,CRCNE00003167:CRCNE00003168,5,185,191
2632,CRCNE00003167:CRCNE00003168,B,232,237
2633,CRCNE00003169,G,34,39
2634,CRCNE00003169,G,134,139
2635,CRCNE00003170,O,173,178
2636,CRCNE00003171:CRCNE00003114,O,49,54
2637,CRCNE00003171:CRCNE00003114,H,94,103
2638,CRCNE00003171:CRCNE00003114,0,97,104
2639,CRCNE00003171:CRCNE00003114,K,211,216
2640,CRCNE00003171:CRCNE00003114,G,228,233
2641,CRCNE00003172,K,5,10
2642,CRCNE00003172,D,5,12
2643,CRCNE00003172,B,28,33
2644,CRCNE00003172,B,84,89
2645,CRCNE00003173:CRCNE00003174,A,124,129
2646,CRCNE00003173:CRCNE00003174,4,146,153
2647,CRCNE00003173:CRCNE00003174,G,190,195
2648,CRCNE00003175,A,70,75
2649,CRCNE00003175,O,98,103
2650,CRCNE00003175,O,261,266
2651,CRCNE00003176,2,106,113
2652,CRCNE00003177:CRCNE00003178,0,3,10
2653,CRCNE00003177:CRCNE00003178,A,232,237
2654,CRCNE00003179,J,195,202
2655,CRCNE00003180,G,37,42
2656,CRCNE00003180,2,50,57
2657,CRCNE00003180,5,54,60
2658,CRCNE00003180,O,75,80
2659,CRCNE00003180,5,80,86
2660,CRCNE00003180,5,198,204
2661,CRCNE00003181,B,1,6
2662,CRCNE00003182,G,3,8
2663,CRCNE00003182,5,78,84
2664,CRCNE00003182,0,198,205
2665,CRCNE00003185,B,10,15
2666,CRCNE00003186,A,271,276
2667,CRCNE00003187,A,70,75
2668,CRCNE00003187,R,79,85
2669,CRCNE00003188,G,7,12
2670,CRCNE00003188,2,32,39
2671,CRCNE00003188,2,44,51
2672,CRCNE00003188,B,136,141
2673,CRCNE00003190,B,26,31
2674,CRCNE00003192,S,38,44
2675,CRCNE00003192,2,48,55
2676,CRCNE00003192,C,79,86
2677,CRCNE00003192,B,105,110
2678,CRCNE00003193,O,23,28
2679,CRCNE00003193,I,44,51
2680,CRCNE00003193,0,57,64
2681,CRCNE00003193,O,74,79
2682,CRCNE00003193,5,108,114
2683,CRCNE00003193,2,144,151
2684,CRCNE00003193,B,155,160
2685,CRCNE00003193,G,226,231
2686,CRCNE00003195:CRCNE00003196,I,1,8
2687,CRCNE00003195:CRCNE00003196,H,62,71
2688,CRCNE00003197:CRCNE00003198,5,65,71
2689,CRCNE00003197:CRCNE00003198,A,75,80
2690,CRCNE00003197:CRCNE00003198,0,86,93
2691,CRCNE00003197:CRCNE00003198,O,191,196
2692,CRCNE00003197:CRCNE00003198,B,215,220
2693,CRCNE00003197:CRCNE00003198,H,252,261
2694,CRCNE00003197:CRCNE00003198,S,299,305
2695,CRCNE00003199,A,35,40
2696,CRCNE00003199,G,93,98
2697,CRCNE00003200,B,55,60
2698,CRCNE00003200,2,115,122
2699,CRCNE00003200,H,116,125
2700,CRCNE00003201,B,26,31
2701,CRCNE00003202,J,23,30
2702,CRCNE00003202,2,58,65
2703,CRCNE00003202,G,86,91
2704,CRCNE00003202,2,141,148
2705,CRCNE00003202,2,152,159
2706,CRCNE00003202,B,210,215
2707,CRCNE00003203,H,25,34
2708,CRCNE00003203,B,35,40
2709,CRCNE00003204,K,10,15
2710,CRCNE00003204,A,55,60
2711,CRCNE00003204,U,110,116
2712,CRCNE00003204,A,112,117
2713,CRCNE00003205,5,47,53
2714,CRCNE00003205,A,52,57
2715,CRCNE00003206,S,32,38
2716,CRCNE00003207,G,5,10
2717,CRCNE00003207,O,84,89
2718,CRCNE00003207,G,92,97
2719,CRCNE00003207,A,121,126
2720,CRCNE00003207,0,187,194
2721,CRCNE00003207,H,188,197
2722,CRCNE00003208,G,36,41
2723,CRCNE00003208,O,83,88
2724,CRCNE00003208,G,111,116
2725,CRCNE00003208,B,248,253
2726,CRCNE00003209,0,10,17
2727,CRCNE00003209,E,85,91
2728,CRCNE00003209,A,104,109
2729,CRCNE00003209,3,117,123
2730,CRCNE00003210,G,31,36
2731,CRCNE00003211,0,23,30
2732,CRCNE00003211,B,30,35
2733,CRCNE00003211,K,37,42
2734,CRCNE00003211,0,84,91
2735,CRCNE00003211,5,114,120
2736,CRCNE00003211,I,123,130
2737,CRCNE00003211,O,350,355
2738,CRCNE00003211,B,357,362
2739,CRCNE00003211,H,392,401
2740,CRCNE00003211,G,398,403
2741,CRCNE00003211,B,457,462
2742,CRCNE00003211,S,499,505
2743,CRCNE00003212:CRCNE00003213,H,233,242
2744,CRCNE00003212:CRCNE00003213,G,235,240
2745,CRCNE00003212:CRCNE00003213,B,263,268
2746,CRCNE00003214,5,31,37
2747,CRCNE00003214,2,48,55
2748,CRCNE00003214,G,148,153
2749,CRCNE00003215:CRCNE00003265,B,15,20
2750,CRCNE00003216,5,194,200
2751,CRCNE00003216,B,305,310
2752,CRCNE00003217:CRCNE00003266,O,42,47
2753,CRCNE00003217:CRCNE00003266,B,90,95
2754,CRCNE00003218,0,14,21
2755,CRCNE00003218,0,66,73
2756,CRCNE00003218,B,177,182
2757,CRCNE00003219,A,32,37
2758,CRCNE00003219,7,59,66
2759,CRCNE00003220,B,12,17
2760,CRCNE00003220,2,46,53
2761,CRCNE00003220,A,70,75
2762,CRCNE00003220,A,109,114
2763,CRCNE00003221,I,63,70
2764,CRCNE00003222,G,25,30
2765,CRCNE00003223,7,15,22
2766,CRCNE00003223,0,16,23
2767,CRCNE00003223,C,34,41
2768,CRCNE00003223,D,69,76
2769,CRCNE00003223,K,71,76
2770,CRCNE00003223,A,74,79
2771,CRCNE00003223,S,86,92
2772,CRCNE00003224,0,35,42
2773,CRCNE00003224,0,225,232
2774,CRCNE00003224,0,265,272
2775,CRCNE00003228:CRCNE00003229,5,48,54
2776,CRCNE00003228:CRCNE00003229,E,82,88
2777,CRCNE00003228:CRCNE00003229,O,93,98
2778,CRCNE00003228:CRCNE00003229,G,97,102
2779,CRCNE00003228:CRCNE00003229,5,151,157
2780,CRCNE00003232,0,79,86
2781,CRCNE00003232,G,133,138
2782,CRCNE00003232,A,140,145
2783,CRCNE00003233:CRCNE00003234,0,29,36
2784,CRCNE00003233:CRCNE00003234,O,110,115
2785,CRCNE00003233:CRCNE00003234,4,139,146
2786,CRCNE00003235,A,17,22
2787,CRCNE00003235,5,93,99
2788,CRCNE00003236,O,2,7
2789,CRCNE00003237,0,46,53
2790,CRCNE00003237,H,88,97
2791,CRCNE00003239,U,55,61
2792,CRCNE00003240:CRCNE00003121,B,19,24
2793,CRCNE00003240:CRCNE00003121,3,24,30
2794,CRCNE00003240:CRCNE00003121,K,114,119
2795,CRCNE00003241,2,1,8
2796,CRCNE00003241,0,20,27
2797,CRCNE00003241,J,31,38
2798,CRCNE00003241,O,42,47
2799,CRCNE00003242,I,65,72
2800,CRCNE00003242,0,222,229
2801,CRCNE00003242,A,330,335
2802,CRCNE00003242,I,411,418
2803,CRCNE00003243,5,25,31
2804,CRCNE00003243,G,33,38
2805,CRCNE00003243,0,66,73
2806,CRCNE00003243,G,93,98
2807,CRCNE00003244,0,40,47
2808,CRCNE00003244,B,97,102
2809,CRCNE00003244,0,149,156
2810,CRCNE00003245:CRCNE00003246,U,53,59
2811,CRCNE00003245:CRCNE00003246,I,87,94
2812,CRCNE00003245:CRCNE00003246,5,183,189
2813,CRCNE00003245:CRCNE00003246,I,305,312
2814,CRCNE00003245:CRCNE00003246,Q,334,340
2815,CRCNE00003248,2,64,71
2816,CRCNE00003248,H,123,132
2817,CRCNE00003248,5,126,132
2818,CRCNE00003248,G,236,241
2819,CRCNE00003249,A,59,64
2820,CRCNE00003250:CRCNE00003251,5,155,161
2821,CRCNE00003250:CRCNE00003251,B,215,220
2822,CRCNE00003250:CRCNE00003251,I,308,315
2823,CRCNE00003250:CRCNE00003251,B,378,383
2824,CRCNE00003250:CRCNE00003251,0,412,419
2825,CRCNE00003250:CRCNE00003251,5,483,489
2826,CRCNE00003250:CRCNE00003251,O,486,491
2827,CRCNE00003253,A,36,41
2828,CRCNE00003253,B,147,152
2829,CRCNE00003253,F,185,190
2830,CRCNE00003255,H,23,32
2831,CRCNE00003256,P,59,66
2832,CRCNE00003256,2,108,115
2833,CRCNE00003256,3,115,121
2834,CRCNE00003258,E,28,34
2835,CRCNE00003260,A,32,37
2836,CRCNE00003260,B,92,97
2837,CRCNE00003260,0,178,185
2838,CRCNE00003260,O,234,239
2839,CRCNE00003261,O,42,47
2840,CRCNE00003262,Q,67,73
2841,CRCNE00003263,U,26,32
2842,CRCNE00003263,2,38,45
2843,CRCNE00003267,B,8,13
2844,CRCNE00003283,G,2,7
2845,CRCNE00003283,7,34,41
2846,CRCNE00003283,G,38,43
2847,CRCNE00003283,M,99,105
2848,CRCNE00003283,I,130,137
2849,CRCNE00003283,5,137,143
2850,CRCNE00003283,0,196,203
2851,CRCNE00003283,0,227,234
2852,CRCNE00003285:CRCNE00003284,O,61,66
2853,CRCNE00003285:CRCNE00003284,3,63,69
2854,CRCNE00003285:CRCNE00003284,0,71,78
2855,CRCNE00003285:CRCNE00003284,5,144,150
2856,CRCNE00003285:CRCNE00003284,0,231,238
2857,CRCNE00003286,0,172,179
2858,CRCNE00003286,5,201,207
2859,CRCNE00003286,5,215,221
2860,CRCNE00003286,2,349,356
2861,CRCNE00003288:CRCNE00003287,0,100,107
2862,CRCNE00003288:CRCNE00003287,0,161,168
2863,CRCNE00003288:CRCNE00003287,T,170,176
2864,CRCNE00003288:CRCNE00003287,5,228,234
2865,CRCNE00003288:CRCNE00003287,2,277,284
2866,CRCNE00003289,H,104,113
2867,CRCNE00003289,S,138,144
2868,CRCNE00003291,0,2,9
2869,CRCNE00003291,K,20,25
2870,CRCNE00003291,0,50,57
2871,CRCNE00003291,B,128,133
2872,CRCNE00003293:CRCNE00003292,0,13,20
2873,CRCNE00003293:CRCNE00003292,M,38,44
2874,CRCNE00003293:CRCNE00003292,K,59,64
2875,CRCNE00003293:CRCNE00003292,I,143,150
2876,CRCNE00003293:CRCNE00003292,R,200,206
2877,CRCNE00003293:CRCNE00003292,0,212,219
2878,CRCNE00003293:CRCNE00003292,7,213,220
2879,CRCNE00003294:CRCNE00003278,0,3,10
2880,CRCNE00003295,Q,44,50
2881,CRCNE00003296,B,171,176
2882,CRCNE00003296,3,238,244
2883,CRCNE00003297,G,21,26
2884,CRCNE00003297,5,165,171
2885,CRCNE00003298,U,107,113
2886,CRCNE00003304:CRCNE00003303,Q,120,126
2887,CRCNE00003304:CRCNE00003303,G,233,238
2888,CRCNE00003305,A,27,32
2889,CRCNE00003307:CRCNE00003306,B,5,10
2890,CRCNE00003307:CRCNE00003306,F,54,59
2891,CRCNE00003311:CRCNE00003310,B,61,66
2892,CRCNE00003311:CRCNE00003310,Q,90,96
2893,CRCNE00003311:CRCNE00003310,F,120,125
2894,CRCNE00003311:CRCNE00003310,K,122,127
2895,CRCNE00003311:CRCNE00003310,B,177,182
2896,CRCNE00003311:CRCNE00003310,O,183,188
2897,CRCNE00003316,S,217,223
2898,CRCNE00003316,E,267,273
2899,CRCNE00003317,2,8,15
2900,CRCNE00003364,0,21,28
2901,CRCNE00003364,5,29,35
2902,CRCNE00003394,K,16,21
2903,CRCNE00003404,2,10,17
2904,CRCNE00003409:CRCNE00003454,M,197,203
2905,CRCNE00003411,H,29,38
2906,CRCNE00003412:CRCNE00003511,0,108,115
2907,CRCNE00003413:CRCNE00003516,G,193,198
2908,CRCNE00003414:CRCNE00003535,0,26,33
2909,CRCNE00003414:CRCNE00003535,4,34,41
2910,CRCNE00003414:CRCNE00003535,S,59,65
2911,CRCNE00003414:CRCNE00003535,B,84,89
2912,CRCNE00003424:CRCNE00003468,H,15,24
2913,CRCNE00003424:CRCNE00003468,H,94,103
2914,CRCNE00003428,B,13,18
2915,CRCNE00003439,G,5,10
2916,CRCNE00003441,B,13,18
2917,CRCNE00003441,3,60,66
2918,CRCNE00003441,R,80,86
2919,CRCNE00003441,B,85,90
2920,CRCNE00003443:CRCNE00003444,K,80,85
2921,CRCNE00003443:CRCNE00003444,I,123,130
2922,CRCNE00003443:CRCNE00003444,M,176,182
2923,CRCNE00003445:CRCNE00003446,S,39,45
2924,CRCNE00003445:CRCNE00003446,4,192,199
2925,CRCNE00003445:CRCNE00003446,O,206,211
2926,CRCNE00003445:CRCNE00003446,B,236,241
2927,CRCNE00003445:CRCNE00003446,7,331,338
2928,CRCNE00003445:CRCNE00003446,0,332,339
2929,CRCNE00003445:CRCNE00003446,7,343,350
2930,CRCNE00003445:CRCNE00003446,0,344,351
2931,CRCNE00003447,7,52,59
2932,CRCNE00003448,G,144,149
2933,CRCNE00003449,5,167,173
2934,CRCNE00003457,5,3,9
2935,CRCNE00003458:CRCNE00003459,Q,175,181
2936,CRCNE00003460,A,14,19
2937,CRCNE00003460,O,49,54
2938,CRCNE00003460,B,178,183
2939,CRCNE00003465:CRCNE00003466,3,41,47
2940,CRCNE00003465:CRCNE00003466,J,171,178
2941,CRCNE00003465:CRCNE00003466,O,239,244
2942,CRCNE00003465:CRCNE00003466,0,278,285
2943,CRCNE00003465:CRCNE00003466,7,279,286
2944,CRCNE00003465:CRCNE00003466,A,310,315
2945,CRCNE00003465:CRCNE00003466,O,371,376
2946,CRCNE00003465:CRCNE00003466,O,388,393
2947,CRCNE00003465:CRCNE00003466,5,522,528
2948,CRCNE00003465:CRCNE00003466,A,547,552
2949,CRCNE00003465:CRCNE00003466,0,560,567
2950,CRCNE00003465:CRCNE00003466,I,593,600
2951,CRCNE00003465:CRCNE00003466,M,692,698
2952,CRCNE00003465:CRCNE00003466,G,703,708
2953,CRCNE00003467,G,210,215
2954,CRCNE00003469,P,1,8
2955,CRCNE00003469,0,75,82
2956,CRCNE00003470,0,41,48
2957,CRCNE00003470,0,117,124
2958,CRCNE00003472:CRCNE00003473,5,54,60
2959,CRCNE00003472:CRCNE00003473,G,57,62
2960,CRCNE00003475,5,24,30
2961,CRCNE00003475,B,71,76
2962,CRCNE00003475,B,81,86
2963,CRCNE00003476:CRCNE00003477,I,15,22
2964,CRCNE00003476:CRCNE00003477,K,126,131
2965,CRCNE00003478:CRCNE00003479:CRCNE00003480,B,39,44
2966,CRCNE00003478:CRCNE00003479:CRCNE00003480,O,87,92
2967,CRCNE00003481,0,33,40
2968,CRCNE00003482,0,14,21
2969,CRCNE00003482,A,65,70
2970,CRCNE00003483,G,3,8
2971,CRCNE00003483,D,59,66
2972,CRCNE00003483,K,61,66
2973,CRCNE00003484:CRCNE00003485,0,18,25
2974,CRCNE00003484:CRCNE00003485,H,42,51
2975,CRCNE00003484:CRCNE00003485,3,74,80
2976,CRCNE00003484:CRCNE00003485,G,296,301
2977,CRCNE00003486:CRCNE00003487:CRCNE00003488,3,12,18
2978,CRCNE00003486:CRCNE00003487:CRCNE00003488,K,68,73
2979,CRCNE00003486:CRCNE00003487:CRCNE00003488,F,243,248
2980,CRCNE00003489,I,109,116
2981,CRCNE00003491:CRCNE00003492,2,44,51
2982,CRCNE00003491:CRCNE00003492,2,96,103
2983,CRCNE00003491:CRCNE00003492,R,119,125
2984,CRCNE00003493:CRCNE00003494,A,28,33
2985,CRCNE00003493:CRCNE00003494,0,159,166
2986,CRCNE00003493:CRCNE00003494,5,216,222
2987,CRCNE00003493:CRCNE00003494,K,347,352
2988,CRCNE00003496:CRCNE00003388:CRCNE00003497,O,29,34
2989,CRCNE00003496:CRCNE00003388:CRCNE00003497,K,78,83
2990,CRCNE00003496:CRCNE00003388:CRCNE00003497,I,178,185
2991,CRCNE00003496:CRCNE00003388:CRCNE00003497,S,196,202
2992,CRCNE00003498:CRCNE00003499,K,54,59
2993,CRCNE00003498:CRCNE00003499,T,60,66
2994,CRCNE00003500,O,51,56
2995,CRCNE00003500,5,53,59
2996,CRCNE00003500,2,61,68
2997,CRCNE00003500,3,127,133
2998,CRCNE00003502,0,29,36
2999,CRCNE00003502,H,42,51
3000,CRCNE00003502,H,138,147
3001,CRCNE00003505,B,9,14
3002,CRCNE00003505,G,29,34
3003,CRCNE00003506:CRCNE00003507,5,68,74
3004,CRCNE00003506:CRCNE00003507,M,201,207
3005,CRCNE00003506:CRCNE00003507,5,242,248
3006,CRCNE00003509,5,17,23
3007,CRCNE00003509,D,85,92
3008,CRCNE00003509,K,87,92
3009,CRCNE00003510,2,30,37
3010,CRCNE00003512,I,25,32
3011,CRCNE00003513:CRCNE00003514,G,174,179
3012,CRCNE00003513:CRCNE00003514,K,196,201
3013,CRCNE00003515,G,6,11
3014,CRCNE00003515,B,59,64
3015,CRCNE00003515,0,61,68
3016,CRCNE00003515,P,127,134
3017,CRCNE00003517,I,27,34
3018,CRCNE00003517,B,71,76
3019,CRCNE00003519:CRCNE00003520,0,15,22
3020,CRCNE00003519:CRCNE00003520,Q,150,156
3021,CRCNE00003519:CRCNE00003520,U,175,181
3022,CRCNE00003519:CRCNE00003520,K,190,195
3023,CRCNE00003521,I,48,55
3024,CRCNE00003522,G,60,65
3025,CRCNE00003524:CRCNE00003525,A,8,13
3026,CRCNE00003524:CRCNE00003525,H,37,46
3027,CRCNE00003524:CRCNE00003525,O,166,171
3028,CRCNE00003526:CRCNE00003527:CRCNE00003528,0,368,375
3029,CRCNE00003526:CRCNE00003527:CRCNE00003528,A,684,689
3030,CRCNE00003529,G,4,9
3031,CRCNE00003529,5,6,12
3032,CRCNE00003531:CRCNE00003532,5,185,191
3033,CRCNE00003531:CRCNE00003532,S,228,234
3034,CRCNE00003531:CRCNE00003532,B,316,321
3035,CRCNE00003533:CRCNE00003534,S,38,44
3036,CRCNE00003533:CRCNE00003534,0,163,170
3037,CRCNE00003533:CRCNE00003534,U,184,190
3038,CRCNE00003533:CRCNE00003534,S,207,213
3039,CRCNE00003533:CRCNE00003534,H,210,219
3040,CRCNE00003533:CRCNE00003534,G,268,273
3041,CRCNE00003538:CRCNE00003539,I,154,161
3042,CRCNE00003538:CRCNE00003539,5,182,188
3043,CRCNE00003540,B,34,39
3044,CRCNE00003540,H,55,64
3045,CRCNE00003540,5,62,68
3046,CRCNE00003540,0,112,119
3047,CRCNE00003540,G,211,216
3048,CRCNE00003541,A,37,42
3049,CRCNE00003542:CRCNE00003543:CRCNE00003544:CRCNE00003545,A,38,43
3050,CRCNE00003542:CRCNE00003543:CRCNE00003544:CRCNE00003545,U,39,45
3051,CRCNE00003542:CRCNE00003543:CRCNE00003544:CRCNE00003545,S,60,66
3052,CRCNE00003548,0,3,10
3053,CRCNE00003548,K,115,120
3054,CRCNE00003548,S,197,203
3055,CRCNE00003548,J,236,243
3056,CRCNE00003548,B,252,257
3057,CRCNE00003548,H,271,280
3058,CRCNE00003549,I,180,187
3059,CRCNE00003549,2,196,203
3060,CRCNE00003549,B,282,287
3061,CRCNE00003550,S,64,70
3062,CRCNE00003551,5,13,19
3063,CRCNE00003551,S,23,29
3064,CRCNE00003551,A,43,48
3065,CRCNE00003552,U,2,8
3066,CRCNE00003552,A,13,18
3067,CRCNE00003553:CRCNE00003554,T,32,38
3068,CRCNE00003553:CRCNE00003554,O,88,93
3069,CRCNE00003555,K,64,69
3070,CRCNE00003557:CRCNE00003558,T,255,261
3071,CRCNE00003557:CRCNE00003558,2,300,307
3072,CRCNE00003557:CRCNE00003558,0,307,314
3073,CRCNE00003559,0,55,62
3074,CRCNE00003559,B,62,67
3075,CRCNE00003560:CRCNE00003561,O,35,40
3076,CRCNE00003560:CRCNE00003561,Q,82,88
3077,CRCNE00003560:CRCNE00003561,B,110,115
3078,CRCNE00003560:CRCNE00003561,B,166,171
3079,CRCNE00003560:CRCNE00003561,5,304,310
3080,CRCNE00003560:CRCNE00003561,B,353,358
3081,CRCNE00003560:CRCNE00003561,U,356,362
3082,CRCNE00003563,F,6,11
3083,CRCNE00003563,K,58,63
3084,CRCNE00003564,G,28,33
3085,CRCNE00003564,A,115,120
3086,CRCNE00003565,O,91,96
3087,CRCNE00003566,B,22,27
3088,CRCNE00003567,K,3,8
3089,CRCNE00003567,B,10,15
3090,CRCNE00003567,B,23,28
3091,CRCNE00003567,A,153,158
3092,CRCNE00003569,M,16,22
3093,CRCNE00003570,B,14,19
3094,CRCNE00003571:CRCNE00003572,B,112,117
3095,CRCNE00003573:CRCNE00003574,2,21,28
3096,CRCNE00003573:CRCNE00003574,N,98,105
3097,CRCNE00003573:CRCNE00003574,S,102,108
3098,CRCNE00003573:CRCNE00003574,2,113,120
3099,CRCNE00003573:CRCNE00003574,O,217,222
3100,CRCNE00003575:CRCNE00003576,2,11,18
3101,CRCNE00003575:CRCNE00003576,G,154,159
3102,CRCNE00003575:CRCNE00003576,5,204,210
3103,CRCNE00003577,G,31,36
3104,CRCNE00003595:CRCNE00003658,M,131,137
3105,CRCNE00003598,P,20,27
3106,CRCNE00003599,S,46,52
3107,CRCNE00003600:CRCNE00003601:CRCNE00003602,0,4,11
3108,CRCNE00003600:CRCNE00003601:CRCNE00003602,G,19,24
3109,CRCNE00003600:CRCNE00003601:CRCNE00003602,I,187,194
3110,CRCNE00003600:CRCNE00003601:CRCNE00003602,A,236,241
3111,CRCNE00003600:CRCNE00003601:CRCNE00003602,A,285,290
3112,CRCNE00003600:CRCNE00003601:CRCNE00003602,5,544,550
3113,CRCNE00003603:CRCNE00003604,G,4,9
3114,CRCNE00003603:CRCNE00003604,I,8,15
3115,CRCNE00003603:CRCNE00003604,O,165,170
3116,CRCNE00003603:CRCNE00003604,B,178,183
3117,CRCNE00003603:CRCNE00003604,G,252,257
3118,CRCNE00003603:CRCNE00003604,I,267,274
3119,CRCNE00003603:CRCNE00003604,I,380,387
3120,CRCNE00003606:CRCNE00003607,2,15,22
3121,CRCNE00003606:CRCNE00003607,U,67,73
3122,CRCNE00003606:CRCNE00003607,0,98,105
3123,CRCNE00003608:CRCNE00003609,A,108,113
3124,CRCNE00003608:CRCNE00003609,M,160,166
3125,CRCNE00003612:CRCNE00003578,S,87,93
3126,CRCNE00003613,0,58,65
3127,CRCNE00003614,H,4,13
3128,CRCNE00003614,B,60,65
3129,CRCNE00003615,B,35,40
3130,CRCNE00003615,2,87,94
3131,CRCNE00003615,H,200,209
3132,CRCNE00003616:CRCNE00003617:CRCNE00003618,O,150,155
3133,CRCNE00003616:CRCNE00003617:CRCNE00003618,A,177,182
3134,CRCNE00003616:CRCNE00003617:CRCNE00003618,G,337,342
3135,CRCNE00003616:CRCNE00003617:CRCNE00003618,S,667,673
3136,CRCNE00003619:CRCNE00003620,0,174,181
3137,CRCNE00003619:CRCNE00003620,4,228,235
3138,CRCNE00003622:CRCNE00003623,O,9,14
3139,CRCNE00003622:CRCNE00003623,G,62,67
3140,CRCNE00003622:CRCNE00003623,2,75,82
3141,CRCNE00003622:CRCNE00003623,H,76,85
3142,CRCNE00003622:CRCNE00003623,A,126,131
3143,CRCNE00003622:CRCNE00003623,G,136,141
3144,CRCNE00003622:CRCNE00003623,4,202,209
3145,CRCNE00003622:CRCNE00003623,G,261,266
3146,CRCNE00003624:CRCNE00003625,H,82,91
3147,CRCNE00003624:CRCNE00003625,G,84,89
3148,CRCNE00003624:CRCNE00003625,G,88,93
3149,CRCNE00003624:CRCNE00003625,B,122,127
3150,CRCNE00003624:CRCNE00003625,D,198,205
3151,CRCNE00003624:CRCNE00003625,K,200,205
3152,CRCNE00003626,O,16,21
3153,CRCNE00003626,5,32,38
3154,CRCNE00003626,2,113,120
